Question,Answer
"[장보기] 장보기(트레이더스, 홈플러스 등) 입점 신청은 어떻게 하나요?","장보기(트레이더스, Homeplus, Homeplus express, GS 프레시몰, 농협하나로마트)는 별도 제휴한 파트너사 및 일부 브랜드 상품을 제한적으로 탐색할 수 있는 서비스이며, 별도 입점 신청은 받고 있지 않습니다.   


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
"[쇼핑윈도 전용] '최신순', '인기순', '리뷰순' 상품 노출 기준은 어떻게 되나요?","쇼핑윈도 페이지 내에서 확인되는 '최신순, 인기순, 리뷰순' 기준은 아래와 같습니다. 상세 기준은 안내가 어려운 점 양해 부탁드립니다.            최신순 가장 최근에 검수된 상품 기준으로 반영인기순 '판매지수, 찜카운트, 만족도' 등을 조합하여 반영리뷰순 '상품 리뷰, 구매 만족도, 뷰카운트' 등 다양한 지표 기반으로 반영 ※ 참고. 리뷰순의 경우 쇼핑윈도 페이지 내에서 랭킹으로, 네이버 쇼핑의 랭킹과는 기준이 상이합니다.            


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[(패션타운)소호&스트릿] [자체제작/exclusive] 아이콘 노출 기준이 무엇인가요?,"소호&스트릿에 노출되는 아래 아이콘 노출 기준은 다음과 같습니다.· 자체제작 : 상품 등록/수정 시 [상품 주요정보] 영역에서 '자체제작' 체크한 상품· exclusive : 자체제작 상품 중 네이버에만 판매되는 상품 (단, 쇼핑윈도 공식블로그﻿​ 내 상권별 공지한 기준에 의해 태그를 통해 추가 노출 가능합니다.) ※ 참고.· 자체제작 상품은 상품기획, 디자인, 소재선정 등 직접 제작한 상품을 의미하며, 실제 제작은 협력업체에서 진행될 수 있으나, 사입상품이나 브랜드 교체 작업만 진행한 상품은 자체제작 상품이라고 할 수 없습니다.· 자체제작 상품정보는 네이버쇼핑에 연동되지 않으며, 스토어 내부 노출 용도로 활용 됩니다.· 허위로 정보를 등록할 경우 상품 비노출, 페널티 부과 등의 불이익이 발생할 수 있습니다.자체제착, exclusive 노출 예시 보러가기》


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도] 네이버 펫 수수료는 어떻게 되나요?,"네이버 펫 서비스 판매 수수료는 3%입니다.즉, 상품이 판매 될 경우 발생되는 수수료는 네이버페이 주문관리 수수료+네이버 펫 채널 수수료 3%가 발생됩니다.   ※ 참고. 추후 새로운 서비스(쇼핑라이브 등)를 통한 유입 시 추가 과금 될 수 있습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

수수료의 종류를 알고 싶어요.



도움말 닫기"
[백화점/아울렛윈도 전용] 브랜드명 입력은 어떻게 하나요?,"브랜드명은 상품등록 시 '상품 주요정보'영역에서 입력 가능하며, 브랜드 뒤에 숫자가 뜨도록 등록해 주셔야 합니다. (숫자가 없는 경우 잘못 등록된 상태입니다.) 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 쇼핑윈도 상품불러오기 방법,"상품 불러오기는 다른 사업자(백화점지점)의 상품을 조회하여 연동하는 방식으로 쇼핑윈도 중 백화점윈도의 경우에만 존재하는 메뉴입니다. 연동된 스마트스토어 상품을 조회하여 선택한 후 '상품등록' 을 진행하면 선택한 상품의 정보로 자동 적용됩니다.  · 수정불가 항목 : 카테고리, 판매가, 배송, 반품교환, 재고수량, AS전화번호, 상품정보제공고시 · 수정가능 항목 : 상품명  · 추가입력 항목 : 상세설명 상세, 상품이미지, 상품 주요정보, 검색설정※ 참고. 위 수정 불가 항목에 대한 수정을 원할 경우 상품 불러오기를 진행한 해당 몰(신세계몰,현대H몰, 롯데닷컴 등)로 문의해 주세요.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 수정 페이지에서 연동한 상품을 변경할 수 없나요?,"판매지표 등이 연결된 상태로 다른 상품으로 변경하실 수 없습니다. 불러오기를 통해 다른 사업자의 상품을 연동하는 경우에는 신중히 고려하시어 적용을 부탁 드립니다. 쇼핑윈도에서 다른 상품으로 변경이 필요한 경우에는 새로운 상품으로 등록하셔야 합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 다른상품에 이미 등록된 상품입니다. 라고 노출됩니다. 어떻게 해야하나요?,"다른 상품에 이미 연동된 상품으로 중복 연결할 수 없습니다. 1:1 연결만 가능하므로 기존에 등록된 상품을 [쇼핑윈도관리 >쇼핑윈도 상품 조회/수정] 메뉴에서 삭제 후 재진행하셔야 합니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 상품 불러오기를 통해 연동할 때 가격을 조정할 수 없나요?,"조정할 수 없으며 불러오기를 통해 연동한 상품의 정보로 자동 적용됩니다.연동한 상품이 변경되어야만 동일하게 수정 처리되므로 연동하신 스마트스토어의 정보를 수정하셔야 합니다.           수정 불가 항목 · 수정불가 항목 : 카테고리, 판매가, 배송, 반품교환, 재고수량, AS전화번호, 상품정보제공고시 · 수정가능 항목 : 상품명  · 추가입력 항목 : 상세설명, 상품이미지, 상품 주요정보, 검색설정          


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 신상품의 경우 결제가 없는 무결제 상품을 먼저 등록한 후 나중에 상품 불러오기로 적용하고 싶어요. 어떻게 하나요?,"결제가 없는 무결제 상품의 경우에는 [상품관리 > 상품 등록] 메뉴에서 가능합니다. 결제여부를 '설정안함'으로 선택하시어 무결제 상품으로 등록하시거나, 카테고리 다음으로 결제여부가 노출되지 않는 경우에는 무결제 상품이므로 바로 등록하시면 됩니다.등록이 완료된 이후 [상품관리 > 상품 조회/수정] 메뉴 또는 [쇼핑윈도관리 > 쇼핑윈도 상품 조회/수정]에서 ""수정"" 버튼을 클릭하시면 수정 페이지로 이동합니다.상단에 ""다른상품 연동""을 통해서 원하는 상품을 연동하실 수 있습니다.※ 참고. 다른 상품을 연동하는 경우에는 [쇼핑윈도관리 >쇼핑윈도 상품 조회/수정] 에서만 조회가 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
"[쇼핑윈도 전용] ""수정"" 버튼과 ""불러오기 수정"" 버튼의 차이는 뭔가요?","자체 상품을 등록한 경우에는 ""수정"" 버튼으로 표기되며, 다른 사업자의 상품을 불러오기를 통해 연동한 경우에는 ""불러오기 수정"" 으로 표기됩니다. ※ 참고. 불러오기의 경우 쇼핑윈도 중 백화점윈도의 경우에만 대상이 됩니다. (타 윈도서비스는 불가)  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도/패션타운] 소식(매장소식) 등록 방법,"쇼핑윈도 소식관리는 쇼핑윈도 매장 및 상품의 행사 소식을 구매자에게 알릴 수 있는 메뉴입니다.[쇼핑윈도관리 > 쇼핑윈도 소식 관리]에서 소식조회 우측 '새 소식 등록'을 클릭하여 등록 가능합니다.                 쇼핑윈도 소식 등록하는 방법1. '쇼핑뉴스/세일정보/무료체험' 중 한가지를 선택해 주세요. (필수)  · 쇼핑뉴스 : 신상품입고, 사은품증정, 브랜드 신규 오픈 등  · 세일정보 : 브랜드세일, 가격인하, 정기세일 등  · 무료체험 : 무료체험 이벤트 등록, 당첨자 선정, 우수 체험후기를 상품 홍보에 활용 가능※ 참고. · 무료체험의 경우 패션타운(브랜드 직영몰, 뷰티), 리빙, 푸드(전통주/헬시 제외), 키즈, 펫, 플레이(낚시 제외)윈도만 등록(신청) 가능하며 푸드(전통주/헬시 제외), 키즈, 네이버펫의 경우 검수 승인 후 노출됩니다. · [패션타운]디자이너의 경우 인터뷰/룩북/컬렉션/쇼룸 설정이 가능합니다. 2. 소식 제목을 50자 이내로 입력해 주세요. (필수)   예) 3/1~3/10일까지 브랜드 SALE, F/W 신상품 입고 3. 소식 상세는 SmartEditorONE으로 작성하고 '등록'해 주세요. (필수)  · HTML 작성은 불가능합니다.4. '섹션 등록하기'를 클릭 후 소식과 관련된 상품을 연동하여 보여줄 수 있습니다.   · 판매상태 '판매중' & 전시상태 '전시중' 상태 상품을 연결해 주세요.  · 전시상태가 전시대기/전시중지인 경우에는 서비스에 노출되지 않습니다.  · 등록 가능한 섹션 수 : 최대 10개 / 한 섹션에 등록 가능한 상품 수 : 최대 200개 / 전체 상품 수 : 최대 300개   ('무료체험'의 경우 섹션 1개 / 상품 최대 10개까지 등록 가능합니다.)  · 쇼핑윈도 소식에서는 이미지 타입 옵션/미리보기 기능이 제공되지 않습니다.  ※ 참고. [패션타운]에 한하여 대표상품 설정 옵션이 제공됩니다. 섹션 등록 모달에서 대표상품 설정 시, 상품 썸네일 좌측상단에 '대표상품' 플래그가 노출되며, (대표상품 미선택/복수선택 가능) 대표상품 플래그 컬러는 해당 서브버티컬 지정색으로 자동 노출됩니다.5. 전시기간 설정을 통해 전시 기간을 설정할 수 있습니다.  · 전시 시작일/종료일을 설정하면 설정한 기간 동안 소식이 전시됩니다.  · 전시기간을 2주 이내로 등록해 주셔야 합니다. (필수 등록사항)[패션타운] 백화점/아울렛/디자이너/ 해외직구, 푸드 윈도/키즈 윈도/네이버펫 윈도의 경우 2~3영업일 이내 검수가 진행되고 있습니다.             


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

[(패션타운)디자이너 전용] '인터뷰/룩북/컬렉션/쇼룸' 등록은 어떻게 하나요?



도움말 닫기"
[쇼핑윈도 전용] 소식 등록한 내용은 어디에 노출되나요?,"스마트스토어센터에서 등록한 소식은 '아이템' 및 '매장소식' 영역에 노출됩니다.1. 스토어 내 '매장소식' 2. 스토어 내 '아이템' 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 소식 등록 시 '상품 불러오기'는 몇 개까지 가능한가요?,"상품 불러오기로 최대 50개까지 등록할 수 있습니다. 사용자에게 좋은 정보를 제공하기 위함이니 소식에 알맞은 상품으로 연결하시기 바랍니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 소식 등록한 내용이 '전시중지'된 상태입니다. 왜 그런가요?,"[쇼핑윈도관리 > 쇼핑윈도 소식 관리]의 소식목록에서 전시상태가' 전시중지'인 경우, 검수결과 확인 '보기' 클릭하시면 사유를 확인할 수 있습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 소식 등록한 내용은 전시기간 종료일이 지나면 자동으로 전시중지되나요?,"네, 전시기간을 설정한 경우는, 설정한 기간 동안에만 전시됩니다.전시기간 설정 변경이 필요한 경우에는 [쇼핑윈도관리 > 쇼핑윈도 소식 관리]로 이동하여 아래 순서대로 확인해 주세요.                    소식 '전시기간 설정' 수정 방법1. '소식 목록'에서 선택 후 '수정' 클릭해 주세요. 2. '전시기간 설정'에서 '전시시작일/종료일'을 모두 설정해 주세요.    달력에 일자를 클릭하면 시간까지 설정 가능합니다.3. 하단 '쇼핑윈도 소식 수정' 버튼을 클릭해 주세요.            


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
"[쇼핑윈도 전용] 소식 등록한 내용을 수정, 삭제하고 싶어요.","소식 등록 내용은 [쇼핑윈도관리 > 쇼핑윈도 소식 관리] 메뉴에서 가능합니다.​           윈도 소식 수정 방법'소식 목록'에서 '수정' 버튼을 클릭하고 수정해 주세요. ​           윈도 소식 삭제 방법소식 삭제는 '선택삭제' 또는 '삭제' 버튼을 클릭 하시면 됩니다. ​           


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 무료체험 등록 방법,"쇼핑윈도 소식관리에서 무료체험을 등록하고, 구매자에게 알릴 수 있습니다. [쇼핑윈도관리 > 쇼핑윈도 소식 관리]에서 소식조회 우측 '새 소식 등록'을 클릭하여 등록 가능합니다.자세한 내용은 무료체험 매뉴얼을 참고해 주세요.무료체험 매뉴얼 바로가기》                        무료체험 등록하는 방법1. 분류에서 '무료체험'을 선택해 주세요. (필수)    · 패션타운(브랜드 직영몰, 뷰티), 리빙, 푸드(전통주/헬시 제외), 키즈, 펫, 플레이(낚시 제외)윈도 만 신청 가능합니다.      또한 푸드(전통주/헬시 제외), 키즈, 네이버펫의 경우 검수 승인 후 노출됩니다. 2. 무료체험 이벤트 제목을 50자 이내로 입력해 주세요. (필수)   예) 3/1~3/10일까지 브랜드 SALE, F/W 신상품 입고 3. 무료체험 대표 이미지를 등록해 주세요. (필수)   · 기획전(무료체험) 및 스토어 소식에 대표로 노출되는 이미지입니다.   · 이미지 사이즈: 674 x 3404. 모집기간과 당첨 발표일을 설정해 주세요. (필수)   · 모집기간은 등록시점+5일부터 설정 가능합니다.   · 당첨 발표일은 모집종료일을 기준으로 2일 이후, 10일 이내로 설정할 수 있습니다. (당첨자 발표 시간은, 고객 대응을 위해 평일 근무시간으로 설정하시는 것이 좋습니다.)5. 소식 상세는 SmartEditorONE으로 작성하고 '등록'해 주세요. (필수)   · 무료체험 경품은 물론, 모집기간, 당첨 발표일, 참여조건, 체험후기 이벤트 진행여부, 당첨자 미션(경품 수령 후) 등을 상세하게 안내해 주세요.     · HTML 작성은 불가능합니다.6. '섹션 등록하기'를 클릭하여 모집상품을 등록해 주세요.   · 판매상태 '판매중' & 전시상태 '전시중' 상태 상품을 연결해 주세요.  · 전시상태가 전시대기/전시중지인 경우에는 서비스에 노출되지 않습니다.   · '무료체험'의 경우 섹션 1개 / 상품 최대 10개까지 등록 가능합니다.7. 체험후기 이벤트를 설정해 주세요.  · 체험후기 경품은 시스템에서 따로 설정할 수 없습니다. (상품 설정할 수 없으며, 무료체험 경품과 다르게 쿠폰이 제공되지 않습니다.)  · 사은품은 판매자님이 자유롭게 선택하여 입력해 주세요. (등록 시 제세공과금 기준을 꼭 확인해 주세요.)  · 우수 후기 발표일 이후 개별고객의 주문정보를 조회하여, 사은품을 배송해 주세요.8. 전시기간 설정을 통해 전시 기간을 설정할 수 있습니다.  · 전시 시작일/종료일을 설정하면 설정한 기간 동안 소식이 전시되며, 종료일 이후 진행했던 이벤트 이력이 비노출됩니다.          무료체험 등록 시 노출 영역무료체험은 기획전(무료체험) 영역과, 스토어 소식란에 노출됩니다.무료체험 기획전(PC) 무료체험 기획전(모바일)           


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[(패션타운)디자이너 전용] '인터뷰/룩북/컬렉션/쇼룸' 등록은 어떻게 하나요?,"'인터뷰/룩북/컬렉션/쇼룸'은 스마트스토어센터에서 내용을 직접 입력해야 하며, [쇼핑윈도관리 > 쇼핑윈도 소식 관리 > 윈도 소식 관리] 메뉴에서 소식조회 우측 '새 소식 등록'을 클릭하고 아래 순서대로 확인해 주세요.※ 참고. 등록 시 검수 후 노출이 진행되며, 등록일로부터 1영업일이 소요됩니다.          패션타운 > 디자이너 새 소식 등록하는 방법1. '인터뷰/룩북/컬렉션/쇼룸' 중 한 가지를 선택해 주세요. (필수)2. 소식 제목을 50자 이내로 입력해 주세요. (필수)3. '인터뷰/룩북/컬렉션/쇼룸'을 선택한 경우 이미지를 등록해 주세요. (필수)   · 이미지는 가로 사이즈 최소 750px 이상 입력해 주세요.4 소식 상세는 SmartEditorONE으로 작성하고 '등록'해 주세요. (필수)   · HTML 작성은 불가능합니다.5. '상품 불러오기'를 클릭 후 '전시중' 상품을 연동하여 노출할 수 있습니다.    · 전시상태가 전시대기/전시중지인 경우에는 서비스에 노출되지 않습니다. 6. 전시기간 설정을 통해  전시 기간을 설정할 수 있습니다.   · 전시 시작일/종료일을 설정하면 설정한 기간 동안 소식이 전시됩니다. ​           


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

[(패션타운)디자이너 전용] '다이어리/서포터즈' 등록은 어떻게 하나요?



도움말 닫기"
[(패션타운)디자이너 전용] '다이어리/서포터즈' 등록은 어떻게 하나요?,"'다이어리/서포터즈' 정보는 블로그 링크와 연동해서 활용할 수 있으며, [쇼핑윈도관리 > 쇼핑윈도 소식 관리 > 컨텐츠 배너 관리] 메뉴에서 '새 컨텐츠배너 등록'을 클릭하고 아래 순서대로 확인해 주세요.※ 참고. 등록 시 검수 후 노출이 진행되며, 등록일로부터 1영업일이 소요됩니다.                    패션타운 > 디자이너 컨텐츠 배너 등록하는 방법1. '서포터즈/인터뷰' 중 한 가지를 선택해 주세요.(필수)2. 소식 제목을 50자 이내로 입력해 주세요. (필수)3. 이미지는 목록에 노출될 대표 이미지로 1장 첨부해 주세요.(필수)   · 이미지는 가로 사이즈 최소 750px 이상 입력해 주세요.   · 파일당 최대 20MB까지 첨부 가능합니다.4. 텍스트는 배너를 설명하는 텍스트로 80자 이내로 입력해 주세요.5. 연결할 주소(URL)에 이미지를 클릭했을 때 이동해야 할 주소를 입력해 주세요.   · http://를 포함하여 모바일/PC를 구분하여 입력합니다.6. 전시기간 설정을 통해 전시 기간을 설정할 수 있습니다.   · 전시 시작일/종료일을 설정하면 설정한 기간 동안 소식이 전시됩니다.                     


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

[(패션타운)디자이너 전용] '인터뷰/룩북/컬렉션/쇼룸' 등록은 어떻게 하나요?



도움말 닫기"
"[무료체험(쇼핑윈도 전용)] 무료체험 이벤트가 시작된 이후, 모집기간이나 당첨발표일을 변경할 수 있나요?","모집 시작일/모집 종료일/당첨 발표일 및 체험 후기 작성기간/우수 후기 발표일은 해당 일자/시간이 경과하면 변경할 수 없습니다.※ 참고.· 당첨 발표일이 경과되어 발표일 변경이 불가하더라도, 당첨자 선정 및 발표는 가능합니다. · 아직 당첨자를 선정(당첨 예약)하지 않은 상태에 한하여, 불가피하게 당첨자 발표일 수정이 필요한 경우에는 고객센터로 문의 부탁드립니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 옵션별 당첨 설정에서 옵션은 실제 상품의 옵션과 동일하게 모두 입력해야 하나요?,"현재 판매 중인 상품의 옵션이 10개여도, 2개만 골라서 무료체험을 진행할 수 있습니다.옵션 상태나 재고 수량의 변경이 발생할 경우를 대비하여 옵션명은 텍스트로 수기 입력하셔야 합니다. 당첨자가 쿠폰을 사용하여 주문을 하게 되므로 실제 상품의 옵션명과 동일하게 입력하는 것을 권장합니다.※ 참고. 무료체험의 경우 패션타운(브랜드 직영몰, 뷰티), 리빙, 푸드(전통주/헬시 제외), 키즈, 펫, 플레이(낚시 제외)윈도만 등록(신청) 가능하며 푸드(전통주/헬시 제외), 키즈, 네이버펫의 경우 검수 승인 후 노출됩니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 모집상품에 옵션가 존재하는 상품을 등록할 수 있나요?,"모집상품은 옵션가 모두 0원인 상품으로 등록하는 것을 권장합니다.모집상품에 0원 외 옵션가 존재해도 등록은 가능하지만, 당첨자에게 발행되는 쿠폰은 해당 모집상품의 수량 1개 기준 '판매가-즉시할인=할인가'의 100% 정률 할인 쿠폰으로 발행되므로  옵션가로 인해 당첨자가 추가 금액을 지불하지 않도록 주의해 주시기 바랍니다. ​예시) 할인가 10,000원 / 옵션가 2,000원인 상품의 경우, 무료체험 선정된 구매자에게 10,000원 할인 쿠폰이 발급되므로 2,000원의 추가 금액 발생​​만약 판매자님의 사정으로 옵션가 있는 상품을 등록하실 경우, 무료체험 소식 페이지에 자세하게 안내 부탁 드립니다.예시) ""당첨자가 옵션가 0원 상품을 결제하되, 배송 메모에 당첨된 옵션정보를 기재하도록"" 자세하게 안내​※ 참고.· 무료체험 쿠폰의 발급/사용내역은 [혜택관리 > 혜택 조회/수정]에서 조회할 수 있으며, 상품주문번호 조회 시에도 확인 가능합니다.· 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다.· PC/모바일 할인가를 다르게 설정할 경우 할인가가 더 큰 금액 기준으로 쿠폰의 '최대할인금액'이 적용됩니다.  예) PC 할인가 : 17,000원 / 모바일 할인가 :18,000원일 경우, 더 큰 금액에 맞춰 최대할인금액은 18,000원으로 제공


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 우수 후기 보상은 포인트 혜택 지급만 가능한가요?,"우수 후기 보상 내용은 판매자 재량에 따라, 사은품 등을 입력해 주셔도 됩니다.작성 시작일 경과 시 우수 후기 보상은 변경하실 수 없습니다.※ 참고. 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 동일한 사람이 여러 개의 글을 쓴 경우 중복 당첨될 수 있나요?,"무료체험 이벤트 당 한 번만 당첨이 가능합니다. ※ 참고. 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 체험 후기를 어디서 확인할 수 있나요?,"체험 후기는 당첨자가 블로그나 SNS에 남기고, 그 URL을 무료체험 신청을 했던 댓글 입력란에 입력하게 됩니다.   후기관리 화면에서 작성자가 남긴 글의 URL을 통해 체험 후기를 확인하시면 됩니다. ※ 참고. · 체험 후기 URL과 함께 댓글을 남기지 않은 고객은 무료체험 우수 후기로 선정할 수 없습니다. · 무료체험에 당첨된 구매자 댓글은 정책상 6개월간 삭제가 불가하지만, 정책 위반/기타 사유 발생 등으로 불가피하게 삭제가 진행될 수 있습니다.· 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 우수 후기를 선정하고 싶은데 무료체험 당첨자인지 확인할 수 있는 방법이 있나요?,"우수 후기로 선정하고 싶은 글의 작성자 정보에서 “이 작성자 글만 보기“ 버튼을 클릭하면 해당 작성자의 글만 골라 볼 수 있습니다. ‘당첨’ 표시를 확인하고 우수 후기로 선정할 수 있습니다. ※ 참고. 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 진행 중인 무료체험 이벤트를 취소할 수 있나요?,"무료체험 모집 시작일~당첨 발표일, 체험후기 작성 시작일~우수후기 발표일 기간 동안에는 무료체험 소식은 삭제할 수 없습니다.  다만, 판매자 사정에 의해 부득이 취소를 해야 하는 경우는 소식 내용을 통해 취소 공지를 하고 [쇼핑윈도관리 > 쇼핑윈도 소식 관리] 메뉴 내에서 수정 버튼을 클릭하여 모집기간 날짜 및 전시기간을 수정해 주시기 바랍니다. ※ 참고. · 전시중지 상태로 변경 필요할 경우 전시기간 종료일을 당첨자발표일 이후로 수정을 해주셔야 합니다. · 전시기간을 별도 설정 안했을 시에는 전시중 상태이나 스토어소식에서는 노출되지 않습니다.· 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 무료체험/우수후기 등록 시 설정한 당첨인원보다 적게 선정해도 되나요?,"당첨 인원을 모두 채우지 않아도 당첨/우수후기 발표에 영향은 없지만, 가급적 등록 시 설정한 당첨인원을 채워 주시기 바랍니다.당첨자를 한 명도 선정하지 않을 경우 체험 후기 이벤트는 진행되지 않습니다.※ 참고. 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 당첨자에게 쿠폰이 언제 발급되나요?,"무료체험 경품 쿠폰, 기본 배송비 할인쿠폰은 무료체험 당첨자 발표 이후, 당첨자가 당첨 안내 확인 및 체험 후기 활용 동의하면 즉시 발급됩니다.당첨자는 상품페이지에서 다운로드 받은 쿠폰을 사용할 수 있습니다.※ 참고. 무료체험은 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
